,Site,Site ID,Site Type,Collect Date,Collection Time,Sample ID,Parameter,Result,Units,Qual.*,Program,Lab,Lat,Long,Saturation
284,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2016-09-28,0.408333333,195527,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.76832,-83.3008,False
285,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-09-26,0,1687260,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
286,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-09-26,0,1687261,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
287,Lake Erie @ City of Sandusky WTP Intake,303465,Lake Site,2016-09-20,0.484027778,195091,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.459683,-82.64156700000001,False
288,Lake Erie @ City of Vermilion WTP Intake,303467,Lake Site,2016-09-20,0.447916667,195093,Microcystins,0.62,ug/L,,NWDO-DSW,DES,41.428333,-82.365033,False
289,Lake Erie @ City of Huron WTP Intake,303466,Lake Site,2016-09-20,0.418055556,195092,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.405567,-82.55703299999999,False
290,Lake Erie North of Port Clinton,302502,Lake Site,2016-09-19,0.525,195039,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.55781,-82.93635,False
291,Lake Erie off Lakeside (Marblehead),303468,Lake Site,2016-09-19,0.438194444,195040,Microcystins,0.91,ug/L,,NWDO-DSW,DES,41.556748999999996,-82.785072,False
292,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-09-19,0,1685026,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
293,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-09-19,0,1685025,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
294,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2016-09-15,0.454861111,194832,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.6957,-83.2649,False
295,Lake Erie near Crane Reef,303470,Lake Site,2016-09-15,0.422916667,194833,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.6607,-83.09234599999999,False
296,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2016-09-14,0.438888889,194723,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.76832,-83.3008,False
297,Lake Erie Ambient Station - Geneva North,301254,Lake Site,2016-09-13,0.591666667,194594,Microcystins,0.0,ug/L,U-,NEDO-DSW,DES,41.87507,-80.98111,False
298,Lake Erie Ambient Station - Conneaut,300892,Lake Site,2016-09-13,0.440277778,194593,Microcystins,0.0,ug/L,U-,NEDO-DSW,DES,41.99457,-80.52996,False
299,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-09-12,0,1682108,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
300,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-09-12,0,1682107,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
301,Lake Erie @ City of Huron WTP Intake,303466,Lake Site,2016-09-06,0.504861111,194040,Microcystins,0.97,ug/L,,NWDO-DSW,DES,41.405567,-82.55703299999999,False
302,Lake Erie @ City of Sandusky WTP Intake,303465,Lake Site,2016-09-06,0.486805556,194039,Microcystins,0.44,ug/L,,NWDO-DSW,DES,41.459683,-82.64156700000001,False
303,Lake Erie @ City of Vermilion WTP Intake,303467,Lake Site,2016-09-06,0.447222222,194041,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.428333,-82.365033,False
304,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-09-06,0,1676306,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
305,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-09-06,0,1676305,Microcystins,0.45,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
306,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-08-30,0,1668785,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
307,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-08-30,0,1668784,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
308,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-08-29,0,1668784,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
309,Lake Erie off Lakeside (Marblehead),303468,Lake Site,2016-08-24,0.473611111,193517,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.556748999999996,-82.785072,False
310,Lake Erie North of Port Clinton,302502,Lake Site,2016-08-24,0.438888889,193516,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.55781,-82.93635,False
311,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2016-08-23,0.475,193403,Microcystins,0.48,ug/L,,NWDO-DSW,DES,41.6957,-83.2649,False
312,Lake Erie near Crane Reef,303470,Lake Site,2016-08-23,0.424305556,193404,Microcystins,0.41,ug/L,,NWDO-DSW,DES,41.6607,-83.09234599999999,False
313,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-08-23,0,1666715,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
314,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-08-23,0,1666714,Microcystins,0.454,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
315,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2016-08-22,0.455555556,193297,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.76832,-83.3008,False
316,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-08-16,0,1664175,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
317,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-08-16,0,1664174,Microcystins,0.592,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
318,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-08-15,0,1664175,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
319,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-08-15,0,1664174,Microcystins,0.592,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
320,Lake Erie @ City of Huron WTP Intake,303466,Lake Site,2016-08-11,0.515972222,192607,Microcystins,0.3,ug/L,,NWDO-DSW,DES,41.405567,-82.55703299999999,False
321,Lake Erie @ City of Sandusky WTP Intake,303465,Lake Site,2016-08-11,0.482638889,192610,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.459683,-82.64156700000001,False
322,Lake Erie Ambient Station - Fairport North,301255,Lake Site,2016-08-11,0.46875,192611,Microcystins,0.0,ug/L,U-,NEDO-DSW,DES,41.77903,-81.31017,False
323,Lake Erie @ City of Vermilion WTP Intake,303467,Lake Site,2016-08-11,0.445833333,192609,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.428333,-82.365033,False
324,Lake Erie Ambient Station - Lorain West,301257,Lake Site,2016-08-10,0.538888889,192460,Microcystins,0.0,ug/L,U+,NEDO-DSW,DES,41.48657,-82.23877,False
325,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2016-08-10,0.499305556,192464,Microcystins,2.1,ug/L,,NWDO-DSW,DES,41.6957,-83.2649,False
326,Lake Erie Ambient Station - Rocky River,300895,Lake Site,2016-08-10,0.495833333,192459,Microcystins,0.0,ug/L,U-,NEDO-DSW,DES,41.6067,-81.8967,False
327,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2016-08-10,0.465277778,192462,Microcystins,3.3,ug/L,,NWDO-DSW,DES,41.76832,-83.3008,False
328,Lake Erie near Crane Reef,303470,Lake Site,2016-08-10,0.429166667,192465,Microcystins,1.6,ug/L,,NWDO-DSW,DES,41.6607,-83.09234599999999,False
329,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2016-08-10,0.375,192513,Microcystins,3.7,ug/L,,ODNR,DES,41.685758,-83.376958,False
330,Lake Erie North of Port Clinton,302502,Lake Site,2016-08-09,0.527777778,192284,Microcystins,1.1,ug/L,,NWDO-DSW,DES,41.55781,-82.93635,False
331,Lake Erie off Lakeside (Marblehead),303468,Lake Site,2016-08-09,0.497222222,192285,Microcystins,1.1,ug/L,,NWDO-DSW,DES,41.556748999999996,-82.785072,False
332,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-08-09,0,1660909,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
333,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-08-09,0,1660908,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
334,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-08-01,0,1654218,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
335,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-08-01,0,1654217,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
336,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-08-01,0,1654218,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
337,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-08-01,0,1654217,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
338,Lake Erie @ City of Vermilion WTP Intake,303467,Lake Site,2016-07-28,0.477777778,191497,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.428333,-82.365033,False
339,Lake Erie @ City of Sandusky WTP Intake,303465,Lake Site,2016-07-28,0.4375,191495,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.459683,-82.64156700000001,False
340,Lake Erie @ City of Huron WTP Intake,303466,Lake Site,2016-07-28,0.408333333,191496,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.405567,-82.55703299999999,False
341,Lake Erie North of Port Clinton,302502,Lake Site,2016-07-27,0.559027778,191416,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.55781,-82.93635,False
342,Lake Erie off Lakeside (Marblehead),303468,Lake Site,2016-07-27,0.425,191417,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.556748999999996,-82.785072,False
343,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2016-07-26,0.510416667,191297,Microcystins,0.8,ug/L,,NWDO-DSW,DES,41.6957,-83.2649,False
344,Lake Erie near Crane Reef,303470,Lake Site,2016-07-26,0.472222222,191299,Microcystins,0.31,ug/L,J,NWDO-DSW,DES,41.6607,-83.09234599999999,False
345,Lake Erie Ambient Station - Lorain West,301257,Lake Site,2016-07-25,0.607638889,191220,Microcystins,0.0,ug/L,"U-,J",NEDO-DSW,DES,41.48657,-82.23877,False
346,Lake Erie Ambient Station - Rocky River,300895,Lake Site,2016-07-25,0.510416667,191218,Microcystins,0.0,ug/L,"U-,J",NEDO-DSW,DES,41.6067,-81.8967,False
347,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2016-07-25,0.453472222,191221,Microcystins,0.83,ug/L,,NWDO-DSW,DES,41.76832,-83.3008,False
348,Lake Erie Ambient Station - Wildwood,301256,Lake Site,2016-07-25,0.432638889,191219,Microcystins,0.0,ug/L,"U-,J",NEDO-DSW,DES,41.60404,-81.58445,False
349,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-07-25,0,1648383,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
350,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-07-25,0,1648384,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
351,Lake Erie Ambient Station - Fairport North,301255,Lake Site,2016-07-20,0.48125,190912,Microcystins,0.0,ug/L,U-,NEDO-DSW,DES,41.77903,-81.31017,False
352,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-07-19,0,1646058,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
353,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-07-19,0,1646057,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
354,Lake Erie Ambient Station - Conneaut,300892,Lake Site,2016-07-18,0.482638889,190710,Microcystins,0.0,ug/L,U-,NEDO-DSW,DES,41.99457,-80.52996,False
355,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-07-18,0,1646058,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
356,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-07-18,0,1646057,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
357,Lake Erie Ambient Station - Geneva North,301254,Lake Site,2016-07-14,0.5,190610,Microcystins,0.0,ug/L,U-,NEDO-DSW,DES,41.87507,-80.98111,False
358,Lake Erie @ City of Vermilion WTP Intake,303467,Lake Site,2016-07-14,0.4875,190614,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.428333,-82.365033,False
359,Lake Erie @ City of Sandusky WTP Intake,303465,Lake Site,2016-07-14,0.445138889,190612,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.459683,-82.64156700000001,False
360,Lake Erie @ City of Huron WTP Intake,303466,Lake Site,2016-07-14,0.419444444,190613,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.405567,-82.55703299999999,False
361,Lake Erie off Lakeside (Marblehead),303468,Lake Site,2016-07-13,0.438888889,190481,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.556748999999996,-82.785072,False
362,Lake Erie North of Port Clinton,302502,Lake Site,2016-07-13,0.409027778,190480,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.55781,-82.93635,False
363,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2016-07-12,0.484722222,190246,Microcystins,0.93,ug/L,,NWDO-DSW,DES,41.6957,-83.2649,False
364,Lake Erie near Crane Reef,303470,Lake Site,2016-07-12,0.450694444,190247,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.6607,-83.09234599999999,False
365,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2016-07-11,0.432638889,190133,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.76832,-83.3008,False
366,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-07-11,0,1643489,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
367,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-07-11,0,1643488,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
368,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-07-05,0,1641934,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
369,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-07-05,0,1641933,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
370,Lake Erie @ City of Vermilion WTP Intake,303467,Lake Site,2016-06-28,0.477777778,189406,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.428333,-82.365033,False
371,Lake Erie @ City of Sandusky WTP Intake,303465,Lake Site,2016-06-28,0.434027778,189404,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.459683,-82.64156700000001,False
372,Lake Erie @ City of Huron WTP Intake,303466,Lake Site,2016-06-28,0.409722222,189405,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.405567,-82.55703299999999,False
373,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-06-28,0,1631227,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
374,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-06-28,0,1631226,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
375,Lake Erie off Lakeside (Marblehead),303468,Lake Site,2016-06-27,0.454861111,189361,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.556748999999996,-82.785072,False
376,Lake Erie North of Port Clinton,302502,Lake Site,2016-06-27,0.421527778,189360,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.55781,-82.93635,False
377,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2016-06-23,0.475694444,189182,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.6957,-83.2649,False
378,Lake Erie near Crane Reef,303470,Lake Site,2016-06-23,0.447916667,189184,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.6607,-83.09234599999999,False
379,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2016-06-22,0.436805556,188977,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.76832,-83.3008,False
380,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-06-20,0,1628670,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
381,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-06-20,0,1628669,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
382,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-06-13,0,1626264,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
383,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-06-13,0,1626263,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
384,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-06-06,0,1622264,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
385,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-06-06,0,1622263,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
386,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2015-10-13,0.451388889,182414,Microcystins,0.74,ug/L,,ODNR,DES,41.685758,-83.376958,False
387,Lake Erie North of Port Clinton,302502,Lake Site,2015-09-29,0.472222222,181945,Microcystins,0.98,ug/L,,NWDO-DSW,DES,41.55781,-82.93635,False
388,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2015-09-29,0.454861111,181943,Microcystins,0.63,ug/L,,NWDO-DSW,DES,41.685,-82.9333,False
389,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2015-09-29,0.416666667,181944,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.86035,-83.07294,False
390,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2015-09-29,0.388888889,181942,Microcystins,0.52,ug/L,,NWDO-DSW,DES,41.7267,-83.15,False
391,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2015-09-28,0.465277778,181921,Microcystins,5.0,ug/L,,ODNR,DES,41.685758,-83.376958,False
392,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2015-09-28,0.434722222,181888,Microcystins,1.3,ug/L,,NWDO-DSW,DES,41.76832,-83.3008,False
393,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2015-09-28,0.4125,181892,Microcystins,1.2,ug/L,,NWDO-DSW,DES,41.6957,-83.2649,False
394,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2015-09-24,0.486805556,181840,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.52774,-82.60062,False
395,Lake Erie Ambient Station - Huron,300897,Lake Site,2015-09-24,0.458333333,181837,Microcystins,0.58,ug/L,,NWDO-DSW,DES,41.44485,-82.45436,False
396,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2015-09-21,0.46875,181677,Microcystins,2.4,ug/L,,ODNR,DES,41.685758,-83.376958,False
397,Lake Erie Ambient Station - Rocky River,300895,Lake Site,2015-09-15,0.604861111,181221,Microcystins,0.0,ug/L,U-,NEDO-DSW,DES,41.6067,-81.8967,False
398,Lake Erie Ambient Station - Lorain West,301257,Lake Site,2015-09-15,0.575,181224,Microcystins,0.0,ug/L,U+,NEDO-DSW,DES,41.48657,-82.23877,False
399,Lake Erie Ambient Station - Wildwood,301256,Lake Site,2015-09-15,0.490277778,181223,Microcystins,0.0,ug/L,U+,NEDO-DSW,DES,41.60404,-81.58445,False
400,Lake Erie Ambient Station - Fairport North,301255,Lake Site,2015-09-15,0.436111111,181222,Microcystins,0.31,ug/L,,NEDO-DSW,DES,41.77903,-81.31017,False
401,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2015-09-14,0.350694444,181183,Microcystins,3.1,ug/L,,ODNR,DES,41.685758,-83.376958,False
402,Lake Erie Ambient Station - Conneaut,300892,Lake Site,2015-09-10,0.530555556,181003,Microcystins,0.49,ug/L,,NEDO-DSW,DES,41.99457,-80.52996,False
403,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2015-09-08,0.3125,180802,Microcystins,4.6,ug/L,,ODNR,DES,41.685758,-83.376958,False
404,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2015-08-31,8:10,180416,Microcystins,0.56,ug/L,,ODNR,DES,41.685758,-83.376958,False
405,Lake Erie Ambient Station - Huron,300897,Lake Site,2015-08-27,11:23,180207,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.44485,-82.45436,False
406,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2015-08-27,10:41,180209,Microcystins,0.79,ug/L,,NWDO-DSW,DES,41.52774,-82.60062,False
407,Lake Erie North of Port Clinton,302502,Lake Site,2015-08-26,13:29,180136,Microcystins,2.0,ug/L,,NWDO-DSW,DES,41.55781,-82.93635,False
408,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2015-08-26,12:48,180134,Microcystins,1.7,ug/L,,NWDO-DSW,DES,41.685,-82.9333,False
409,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2015-08-26,11:55,180135,Microcystins,0.45,ug/L,,NWDO-DSW,DES,41.86035,-83.07294,False
410,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2015-08-25,10:31,180039,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.76832,-83.3008,False
411,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2015-08-25,9:46,180043,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.6957,-83.2649,False
412,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2015-08-24,8:30,180034,Microcystins,1.9,ug/L,,ODNR,DES,41.685758,-83.376958,False
413,Lake Erie Ambient Station - Huron,300897,Lake Site,2015-08-17,11:16,179611,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.44485,-82.45436,False
414,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2015-08-17,10:35,179613,Microcystins,0.38,ug/L,,NWDO-DSW,DES,41.52774,-82.60062,False
415,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2015-08-17,10:10,179635,Microcystins,0.53,ug/L,,ODNR,DES,41.685758,-83.376958,False
416,Lake Erie North of Port Clinton,302502,Lake Site,2015-08-13,14:03,179385,Microcystins,0.48,ug/L,J,NWDO-DSW,DES,41.55781,-82.93635,False
417,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2015-08-13,12:04,179382,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.86035,-83.07294,False
418,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2015-08-13,11:13,179381,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.7267,-83.15,False
419,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2015-08-12,11:11,179312,Microcystins,0.0,ug/L,"U+,J",NWDO-DSW,DES,41.76832,-83.3008,False
420,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2015-08-12,10:24,179313,Microcystins,2.2,ug/L,J,NWDO-DSW,DES,41.6957,-83.2649,False
421,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2015-08-10,11:30,179103,Microcystins,0.33,ug/L,,ODNR,DES,41.685758,-83.376958,False
422,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2015-08-05,11:30,178929,Microcystins,32.0,ug/L,J,ODNR,DES,41.685758,-83.376958,False
423,Lake Erie Ambient Station - Huron,300897,Lake Site,2015-07-29,11:12,178531,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.44485,-82.45436,False
424,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2015-07-29,10:37,178534,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.52774,-82.60062,False
425,Lake Erie North of Port Clinton,302502,Lake Site,2015-07-28,13:05,178435,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.55781,-82.93635,False
426,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2015-07-28,12:23,178433,Microcystins,0.31,ug/L,,NWDO-DSW,DES,41.685,-82.9333,False
427,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2015-07-28,11:34,178434,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.86035,-83.07294,False
428,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2015-07-28,10:41,178432,Microcystins,0.3,ug/L,,NWDO-DSW,DES,41.7267,-83.15,False
429,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2015-07-27,10:39,178374,Microcystins,0.32,ug/L,,NWDO-DSW,DES,41.76832,-83.3008,False
430,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2015-07-27,10:10,178378,Microcystins,0.31,ug/L,,NWDO-DSW,DES,41.6957,-83.2649,False
431,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2015-07-27,8:30,178419,Microcystins,0.0,ug/L,"U-,J",ODNR,DES,41.685758,-83.376958,False
432,Lake Erie Ambient Station - Huron,300897,Lake Site,2015-07-14,11:26,177519,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.44485,-82.45436,False
433,Lake Erie North of Port Clinton,302502,Lake Site,2015-07-08,14:14,177272,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.55781,-82.93635,False
434,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2015-07-08,13:34,177270,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.685,-82.9333,False
